fips,median_household_income_2017,density_2010
51019,59405,91.2
51021,46927,19.1
51023,64733,61.2
51025,40871,30.8
51027,30828,47.9
51029,46610,29.6
51031,48823,108.8
51033,60925,54.1
51035,41145,63.3
51036,55069,39.7
51037,38350,26.5
51041,76969,747.1
51043,72129,79.7
51045,53526,15.7
51047,69693,123.1
51049,43020,33.8
51051,29916,48.1
51053,54640,55.6
51057,50629,43.4
51059,117515,2766.8
51061,94775,100.7
51063,48396,40.2
51065,67964,89.8
51067,51208,81.3
51069,71037,189.4
51071,49734,48.6
51073,63881,169.2
51075,86652,77.2
51077,32048,35.1
51079,62952,117.8
51081,42121,41.5
51083,39233,44.3
51085,84955,213.1
51087,66447,1313.4
51089,36779,141.6
51091,45094,5.6
51093,67767,111.8
51095,80772,470.4
51097,51495,22
51099,84770,131.3
51101,67423,58.2
51103,51495,85.5
51105,32590,58.8
51107,129588,605.8
51109,56946,66.8
51111,39537,29.9
51113,52287,41.5
51115,63622,104.5
51117,41126,52.3
51119,50483,84.1
51121,53424,243.9
51125,53834,31.9
51127,78429,87.9
51131,41468,58.5
51133,56677,64.5
51135,38410,50.4
51137,67196,98.2
51139,46140,77.3
51141,37757,38.3
51143,44356,65.5
51145,80441,107.8
51147,44147,66.8
51149,68461,134.7
51153,101059,1195
51155,49691,109
51157,62541,27.7
51159,47341,48.3
51161,62134,368.7
51163,53918,37.3
51165,57651,89.9
51167,40083,61
51169,38725,43.3
51171,53934,82.5
51173,40544,71.4
51175,53681,31
51177,81434,304.9
51179,103005,479.5
51181,54656,25.3
51183,44608,24.7
51185,40309,86.9
51187,65353,176
51191,44844,97.8
51193,55688,76.1
51195,38255,102.8
51197,46119,63.3
51199,86781,624.8
51510,93370,9314.3
51520,37844,1370.6
51530,33672,991.9
51540,54739,4246.4
51550,72214,652
51570,50952,2315.3
51580,35546,1090.2
51590,34951,1002.8
51595,27426,859.7
51600,106870,3616.8
51610,114795,6169.1
51620,38760,1045.8
51630,57258,2326.2
51640,31311,854.6
51650,52021,2673.2
51660,43009,2808.2
51670,40712,2198
51678,37309,2820.2
51680,41971,1538.2
51683,77551,3827.6
51685,79131,5632.6
51690,33545,1261.5
51700,51082,2630
51710,47137,4486.4
51720,26971,529.1
51730,33939,1413.7
51735,88328,793.2
51740,48727,2838.8
51750,36082,1662.1
51760,42356,3414.7
51770,41483,2279.8
51775,53990,1717.9
51790,46435,1188.8
51800,68089,211.4
51810,70500,1758.9
51820,42112,1396.8
51830,54606,1559.3
51840,49330,2838
53001,48131,9.7
53003,47483,34
53005,63001,103
53007,54975,24.8
53009,48002,41.1
53011,67832,676.2
53013,46250,4.7
53015,49804,89.8
53017,55805,21.1
53019,41081,3.4
53021,60275,62.9
53023,51399,3.2
53025,52382,33.3
53027,45483,38.3
53029,61516,376.6
53031,51842,16.6
53033,83571,912.9
53035,68336,635.9
53037,53163,17.8
53039,51258,10.9
53041,46387,31.4
53043,49460,4.6
53045,53087,63.3
53047,42598,7.8
53049,39895,22.4
53051,49184,9.3
53053,63881,476.3
53055,60271,90.7
53057,59263,67.5
53059,53606,6.7
53061,78020,341.8
53063,52159,267.2
53065,47272,17.6
53067,66113,349.4
53069,49508,15.1
53071,52630,46.3
53073,56419,95.5
53075,41574,20.7
53077,47470,56.6
54001,37516,48.6
54003,59480,324.4
54005,37955,49.1
54007,41266,28.4
54009,48835,269.8
54011,37816,342.8
54013,36279,27.3
54015,34242,27.5
54017,44437,25.7
54019,39297,69.6
54021,37175,25.7
54023,40093,25
54025,40483,34.8
54027,36575,37.4
54029,43634,371.3
54031,42573,24.1
54033,48315,166.1
54035,41731,62.9
54037,72526,255.2
54039,46859,214.1
54041,39793,42.5
54043,37075,49.7
54045,37859,81
54047,25595,41.5
54049,48158,182.7
54051,42473,108.4
54053,38977,63.4
54055,37763,148.6
54057,40749,86.1
54059,31227,63.4
54061,49624,267.1
54063,36684,28.6
54065,46346,76.6
54067,39037,40.6
54069,45777,420
54071,39554,11.1
54073,45152,58.5
54075,37111,9.3
54077,46673,51.7
54079,59113,160.5
54081,42386,130.3
54083,40094,28.3
54085,41497,23.1
54087,37931,30.9
54089,35218,38.6
54091,45916,97.8
54093,43294,17
54095,40902,35.9
54097,39434,68.4
54099,38905,84
54101,33390,16.5
54103,40694,46.3
54105,38936,24.6
54107,45537,237.4
54109,37644,47.6
55001,44003,32.3
55003,41505,15.5
55005,49257,53.2
55007,50110,10.2
55009,56775,468.2
55011,54753,20.2
55013,45891,18.8
55015,70662,153.9
55017,55240,61.9
55019,49131,28.7
55021,63293,74.2
55023,47331,29.2
55025,67631,407.7
55027,56038,101.4
55029,56494,57.6
55031,50730,33.9
55033,54605,51.6
55035,52178,154.8
55037,47827,9.1
55039,57798,141.2
55041,43356,9.2
55043,50522,44.7
55045,60609,63.1
55047,50276,54.5
55049,60017,31.1
55051,39855,7.8
55053,51108,20.7
55055,59215,150.4
55057,48817,34.8
55059,57269,611.9
55061,60320,60.1
55063,54127,253.8
55065,55859,26.6
55067,44122,22.9
55069,54203,32.7
55071,51053,138.3
55073,56509,86.8
55075,44958,29.8
55077,49052,33.8
55078,38080,11.8
55079,46784,3926
55081,56479,49.6
55083,55762,37.7
55085,52945,32.3
55087,61523,277.2
55089,80526,370.7
55091,51470,32.2
55093,66772,71.5
55095,53551,48.4
55097,54620,87.4
55099,45680,11.3
55101,58334,587.7
55103,48234,30.7
55105,53410,223.3
55107,41930,16.2
55109,77768,116.8
55111,54447,74.6
55113,43565,13.2
55115,51751,47
55117,56114,225.9
55119,49821,21.2
55121,54009,39.3
55123,49996,37.6
55125,42720,25
55127,58401,184.2
55129,46592,20
55131,73021,306.2
55133,81140,709.4
55135,54071,70.1
55137,48412,39.1
55139,55128,384.3
55141,51603,94.2
56001,45816,8.5
56003,51716,3.7
56005,80178,9.6
56007,57644,2
56009,62776,3.3
56011,66944,2.5
56013,55013,4.4
56015,48422,6
56017,48403,2.4
56019,52415,2.1
56021,62879,34.2
56023,63756,4.4
56025,59400,14.1
56027,36793,0.9
56029,60828,4.1
56031,47380,4.2
56033,56455,11.5
56035,84911,2.1
56037,71083,4.2
56039,80049,5.3
56041,54672,10.1
56043,51362,3.8
56045,59605,3
